iso_code,continent,location,date,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million
AUS,Oceania,Australia,2021-12-01,118.0,4.508,513.0,19.597
AUS,Oceania,Australia,2021-12-02,115.0,4.393,511.0,19.521
AUS,Oceania,Australia,2021-12-03,116.0,4.431,517.0,19.75
AUS,Oceania,Australia,2021-12-04,112.0,4.2780000000000005,541.0,20.666999999999998
AUS,Oceania,Australia,2021-12-05,118.0,4.508,562.0,21.469
AUS,Oceania,Australia,2021-12-06,133.0,5.081,543.0,20.743000000000002
AUS,Oceania,Australia,2021-12-07,125.0,4.775,529.0,20.208
AUS,Oceania,Australia,2021-12-08,123.0,4.699,539.0,20.59
AUS,Oceania,Australia,2021-12-09,130.0,4.966,544.0,20.781
AUS,Oceania,Australia,2021-12-10,139.0,5.31,541.0,20.666999999999998
AUS,Oceania,Australia,2021-12-11,140.0,5.348,535.0,20.437
AUS,Oceania,Australia,2021-12-12,142.0,5.425,569.0,21.736
AUS,Oceania,Australia,2021-12-13,141.0,5.386,610.0,23.303
AUS,Oceania,Australia,2021-12-14,153.0,5.845,625.0,23.875999999999998
AUS,Oceania,Australia,2021-12-15,149.0,5.692,672.0,25.671
AUS,Oceania,Australia,2021-12-16,142.0,5.425,716.0,27.351999999999997
AUS,Oceania,Australia,2021-12-17,148.0,5.654,717.0,27.39
AUS,Oceania,Australia,2021-12-18,146.0,5.577000000000001,759.0,28.994
AUS,Oceania,Australia,2021-12-19,151.0,5.768,754.0,28.803
AUS,Oceania,Australia,2021-12-20,156.0,5.959,774.0,29.566999999999997
AUS,Oceania,Australia,2021-12-21,156.0,5.959,794.0,30.331
AUS,Oceania,Australia,2021-12-22,161.0,6.15,860.0,32.853
AUS,Oceania,Australia,2021-12-23,172.0,6.571000000000001,911.0,34.801
AUS,Oceania,Australia,2021-12-24,167.0,6.38,906.0,34.61
AUS,Oceania,Australia,2021-12-25,171.0,6.532,969.0,37.016999999999996
AUS,Oceania,Australia,2021-12-26,179.0,6.837999999999999,1000.0,38.201
AUS,Oceania,Australia,2021-12-27,190.0,7.257999999999999,1067.0,40.76
AUS,Oceania,Australia,2021-12-28,171.0,6.532,1177.0,44.961999999999996
AUS,Oceania,Australia,2021-12-29,167.0,6.38,1310.0,50.043
AUS,Oceania,Australia,2021-12-30,171.0,6.532,1465.0,55.964
AUS,Oceania,Australia,2021-12-31,182.0,6.952999999999999,1605.0,61.312
AUS,Oceania,Australia,2022-01-01,194.0,7.4110000000000005,1828.0,69.831
AUS,Oceania,Australia,2022-01-02,217.0,8.29,2003.0,76.516
AUS,Oceania,Australia,2022-01-03,237.0,9.054,2207.0,84.309
AUS,Oceania,Australia,2022-01-04,248.0,9.474,2524.0,96.419
AUS,Oceania,Australia,2022-01-05,258.0,9.856,2707.0,103.41
AUS,Oceania,Australia,2022-01-06,275.0,10.505,2904.0,110.935
AUS,Oceania,Australia,2022-01-07,293.0,11.193,3107.0,118.69
AUS,Oceania,Australia,2022-01-08,300.0,11.46,3323.0,126.94200000000001
AUS,Oceania,Australia,2022-01-09,325.0,12.415,3523.0,134.582
AUS,Oceania,Australia,2022-01-10,342.0,13.065,3865.0,147.64600000000002
AUS,Oceania,Australia,2022-01-11,349.0,13.332,4006.0,153.033
AUS,Oceania,Australia,2022-01-12,349.0,13.332,4197.0,160.329
AUS,Oceania,Australia,2022-01-13,361.0,13.790999999999999,4424.0,169.00099999999998
AUS,Oceania,Australia,2022-01-14,384.0,14.669,4603.0,175.83900000000003
AUS,Oceania,Australia,2022-01-15,392.0,14.975,4759.0,181.798
AUS,Oceania,Australia,2022-01-16,411.0,15.700999999999999,5047.0,192.8
AUS,Oceania,Australia,2022-01-17,419.0,16.006,5238.0,200.09599999999998
AUS,Oceania,Australia,2022-01-18,424.0,16.197,5307.0,202.732
AUS,Oceania,Australia,2022-01-19,417.0,15.93,5277.0,201.58599999999998
AUS,Oceania,Australia,2022-01-20,424.0,16.197,5147.0,196.62
AUS,Oceania,Australia,2022-01-21,417.0,15.93,5108.0,195.13
AUS,Oceania,Australia,2022-01-22,384.0,14.669,5036.0,192.38
AUS,Oceania,Australia,2022-01-23,394.0,15.050999999999998,5173.0,197.613
AUS,Oceania,Australia,2022-01-24,395.0,15.089,5390.0,205.903
AUS,Oceania,Australia,2022-01-25,372.0,14.210999999999999,5227.0,199.676
AUS,Oceania,Australia,2022-01-26,382.0,14.593,5090.0,194.442
AUS,Oceania,Australia,2022-01-27,391.0,14.937000000000001,5021.0,191.80700000000002
AUS,Oceania,Australia,2022-01-28,394.0,15.050999999999998,4953.0,189.209
AUS,Oceania,Australia,2022-01-29,367.0,14.02,4790.0,182.982
AUS,Oceania,Australia,2022-01-30,371.0,14.173,4947.0,188.98
AUS,Oceania,Australia,2022-01-31,371.0,14.173,4954.0,189.247
AUS,Oceania,Australia,2022-02-01,348.0,13.294,4664.0,178.169
AUS,Oceania,Australia,2022-02-02,341.0,13.026,4594.0,175.495
AUS,Oceania,Australia,2022-02-03,313.0,11.957,4448.0,169.917
AUS,Oceania,Australia,2022-02-04,302.0,11.537,4256.0,162.583
AUS,Oceania,Australia,2022-02-05,284.0,10.849,4147.0,158.41899999999998
AUS,Oceania,Australia,2022-02-06,292.0,11.155,3914.0,149.518
AUS,Oceania,Australia,2022-02-07,271.0,10.352,3801.0,145.202
AUS,Oceania,Australia,2022-02-08,274.0,10.467,3588.0,137.065
AUS,Oceania,Australia,2022-02-09,267.0,10.2,3414.0,130.418
AUS,Oceania,Australia,2022-02-10,258.0,9.856,3293.0,125.795
AUS,Oceania,Australia,2022-02-11,257.0,9.818,3126.0,119.416
AUS,Oceania,Australia,2022-02-12,223.0,8.519,3010.0,114.985
AUS,Oceania,Australia,2022-02-13,231.0,8.824,3069.0,117.238
AUS,Oceania,Australia,2022-02-14,222.0,8.481,2949.0,112.654
AUS,Oceania,Australia,2022-02-15,223.0,8.519,2738.0,104.594
AUS,Oceania,Australia,2022-02-16,224.0,8.557,2677.0,102.264
AUS,Oceania,Australia,2022-02-17,208.0,7.946000000000001,2528.0,96.572
AUS,Oceania,Australia,2022-02-18,190.0,7.257999999999999,2467.0,94.242
AUS,Oceania,Australia,2022-02-19,184.0,7.029,2392.0,91.376
AUS,Oceania,Australia,2022-02-20,179.0,6.837999999999999,2416.0,92.29299999999999
AUS,Oceania,Australia,2022-02-21,171.0,6.532,2407.0,91.95
AUS,Oceania,Australia,2022-02-22,172.0,6.571000000000001,2322.0,88.70200000000001
AUS,Oceania,Australia,2022-02-23,157.0,5.997999999999999,2186.0,83.507
AUS,Oceania,Australia,2022-02-24,157.0,5.997999999999999,2072.0,79.152
AUS,Oceania,Australia,2022-02-25,150.0,5.73,2025.0,77.357
AUS,Oceania,Australia,2022-02-26,137.0,5.234,1995.0,76.211
AUS,Oceania,Australia,2022-02-27,136.0,5.195,2003.0,76.516
AUS,Oceania,Australia,2022-02-28,131.0,5.004,1940.0,74.11
AUS,Oceania,Australia,2022-03-01,121.0,4.622,1904.0,72.734
AUS,Oceania,Australia,2022-03-02,118.0,4.508,1837.0,70.175
AUS,Oceania,Australia,2022-03-03,110.0,4.202,1752.0,66.928
AUS,Oceania,Australia,2022-03-04,112.0,4.2780000000000005,1752.0,66.928
AUS,Oceania,Australia,2022-03-05,113.0,4.317,1737.0,66.355
AUS,Oceania,Australia,2022-03-06,117.0,4.47,1809.0,69.105
AUS,Oceania,Australia,2022-03-07,112.0,4.2780000000000005,1788.0,68.303
AUS,Oceania,Australia,2022-03-08,112.0,4.2780000000000005,1737.0,66.355
AUS,Oceania,Australia,2022-03-09,108.0,4.126,1688.0,64.483
AUS,Oceania,Australia,2022-03-10,101.0,3.858,1689.0,64.521
AUS,Oceania,Australia,2022-03-11,97.0,3.705,1655.0,63.222
AUS,Oceania,Australia,2022-03-12,108.0,4.126,1702.0,65.018
AUS,Oceania,Australia,2022-03-13,112.0,4.2780000000000005,1727.0,65.973
AUS,Oceania,Australia,2022-03-14,105.0,4.011,1801.0,68.8
AUS,Oceania,Australia,2022-03-15,105.0,4.011,1782.0,68.074
AUS,Oceania,Australia,2022-03-16,96.0,3.667,1855.0,70.863
AUS,Oceania,Australia,2022-03-17,92.0,3.514,1812.0,69.22
AUS,Oceania,Australia,2022-03-18,85.0,3.247,1903.0,72.696
AUS,Oceania,Australia,2022-03-19,87.0,3.323,1943.0,74.22399999999999
AUS,Oceania,Australia,2022-03-20,87.0,3.323,2046.0,78.15899999999999
AUS,Oceania,Australia,2022-03-21,95.0,3.6289999999999996,2107.0,80.48899999999999
AUS,Oceania,Australia,2022-03-22,95.0,3.6289999999999996,2104.0,80.375
AUS,Oceania,Australia,2022-03-23,102.0,3.8960000000000004,2149.0,82.094
AUS,Oceania,Australia,2022-03-24,96.0,3.667,2152.0,82.208
AUS,Oceania,Australia,2022-03-25,100.0,3.82,2159.0,82.476
AUS,Oceania,Australia,2022-03-26,102.0,3.8960000000000004,2176.0,83.125
AUS,Oceania,Australia,2022-03-27,113.0,4.317,2301.0,87.9
AUS,Oceania,Australia,2022-03-28,119.0,4.546,2364.0,90.307
AUS,Oceania,Australia,2022-03-29,102.0,3.8960000000000004,2446.0,93.439
AUS,Oceania,Australia,2022-03-30,89.0,3.4,2492.0,95.197
AUS,Oceania,Australia,2022-03-31,88.0,3.362,2533.0,96.76299999999999
AUS,Oceania,Australia,2022-04-01,95.0,3.6289999999999996,2522.0,96.34299999999999
AUS,Oceania,Australia,2022-04-02,103.0,3.935,2581.0,98.596
AUS,Oceania,Australia,2022-04-03,107.0,4.087,2699.0,103.104
AUS,Oceania,Australia,2022-04-04,114.0,4.355,2836.0,108.338
AUS,Oceania,Australia,2022-04-05,107.0,4.087,2811.0,107.383
AUS,Oceania,Australia,2022-04-06,102.0,3.8960000000000004,2778.0,106.12200000000001
AUS,Oceania,Australia,2022-04-07,95.0,3.6289999999999996,2818.0,107.65
AUS,Oceania,Australia,2022-04-08,103.0,3.935,2844.0,108.64299999999999
AUS,Oceania,Australia,2022-04-09,113.0,4.317,2941.0,112.34899999999999
AUS,Oceania,Australia,2022-04-10,121.0,4.622,3092.0,118.117
AUS,Oceania,Australia,2022-04-11,130.0,4.966,3145.0,120.14200000000001
